	 neuron_name	Class 1	Merge Class	is_pdiff	is_usplit	is_LNpre	is_brain	Hemisphere	Pair	Pair ID	Class 2
14493841	FFN-27	FFN	FFN	False	False	False	True	L	11361875	640	
5935744	 (CM4 l MEF comm; CM4 dor ant 9 to LAL right) [*CM4-dm_r akira] #5935744	Unk	Unk	False	False	False	True	R	9384504	335	
16440649	KC (KC no pair) [Lineage MBNB D left] #16440649	KC	KC-3claw	False	False	False	True	L	-1	-1	3claw
17355745	 (BAla12 descending 3 left) [*BAla12_l akira] #17355745	Unk	Unk	False	False	False	True	L	16158918	923	
7719118	 (down_PVL09_PN-OLP_right) [*DPLal1-3_r akira] #7719118	Unk	Unk	False	False	False	True	R	11037238	472	
16158918	 (BAla12 descending 3 right) [*BAla12_r akira] #16158918	Unk	Unk	False	False	False	True	R	17355745	923	
17529547	 (BAla12 descending 2 right) [*BAla12_r akira] #17529547	Unk	Unk	False	False	False	True	R	11229136	488	
11037238	 (down_PVL09_PN-OLP_left) [*DPLal1-3_l akira] #11037238	Unk	Unk	False	False	False	True	L	7719118	472	
19017386	 (down_oct1_left) [*DPMl12_l akira] #19017386	Unk	Unk	False	False	False	True	L	8127390	1047	
11717020	 (dpn_left_1304_3) [*BLP12_l akira] #11717020	Unk	Unk	False	False	False	True	L	-1	-1	
8347907	 (BLVa_t ascending medial 3 left) [*BLVa_t_l akira] #8347907	Unk	Unk	False	False	False	True	L	5503982	276	
16906721	 (BAmas12_dor ascending 1 left) [*BAmas12_dor_l akira] #16906721	Unk	Unk	False	False	False	True	L	5590611	851	
16561429	 (DALv23 LAL crinkled right; HAS A SOMA neuron 16561430 down_oct right) [unknown lineage] #16561429	Unk	Unk	False	False	False	True	R	16856369	846	
5669107	MB2IN-112	Unk	Unk	False	False	False	True	R	14073503	619	
13646473	 (DPMl_ant_ven descending 2 right) [*DPMl_ant_ven_r akira] #13646473	O_dVNC	O_dVNC	False	True	True	True	R	16675987	824	
5118060	MB2IN-196 (UT: BLAv12-1_left) [*BLAv12_post_l akira] #5118060	Unk	Unk	False	False	False	True	L	15605987	126	
17012001	 (BLAvm bilateral neuron 1 right) [*BLAvm post_r akira] #17012001	Unk	Unk	False	False	False	True	R	16630479	819	
14000746	CN-4	FAN	FAN	False	False	False	True	L	16699958	615	
18656202	 (BLVp1 bilateral 3 left; down seahorse left) [*BLVp1_l akira] #18656202	Unk	Unk	False	False	False	True	L	18655517	1045	
9048462	FFN-1	FFN	FFN	False	False	False	True	L	10612630	310	
5080991	 (BAla34 Ipsilateral Hook left) [*BAla34_l akira] #5080991	Unk	Unk	False	False	False	True	L	10959064	124	
15587533	 (BLVp1 bilateral 2 left) [*BLVp1_l akira] #15587533	Unk	Unk	False	False	False	True	L	11029851	701	
10612094	FBN-28	FBN	FBN	False	False	False	True	L	12122924	422	
11362589	 (DPMpl3 contralateral right; DPMpl3 4 MEF ant and comm subGC) [*DPMpl3_r akira] #11362589	Unk	Unk	False	False	False	True	R	15028907	668	
10964258	MB2ON-134 (BQ_left) [*DPMm2_l akira] #10964258	Unk	Unk	False	False	False	True	L	17357979	457	
11029851	 (BLVp1 bilateral 2 right) [*BLVp1_r akira] #11029851	Unk	Unk	False	False	False	True	R	15587533	701	
12122924	FBN-28	FBN	FBN	False	False	False	True	R	10612094	422	
14270761	 (BLVp1 bilateral 1 left; LH bilateral axon 7_mediates ascend) [*BLVp1_l akira] #14270761	Unk	Unk	False	False	False	True	L	9103710	626	
15343835	FB2IN-9	FB2N	FB2N	False	False	False	True	L	4114133	673	
19051631	 (BLP34 interneuron X left) [*BLP34_l akira] #19051631	Unk	Unk	False	False	False	True	L	-1	-1	
10209260	FB-31	FBN	FBN	False	False	False	True	L	17437719	385	
18035063	 (BLVp1 bilateral 4 left) [*BLVp1_l akira] #18035063	Unk	Unk	False	False	False	True	L	17937986	1016	
15674269	FFN-10	FFN	FFN	False	False	False	True	R	12389097	553	
7331555	 (v'td_a6r (Abdominal Sensory)) [] #7331555	sens	sens-vtd	False	False	False	False	R	-1	-1	vtd
15055590	 (DPMl stick left) [*DPMl12_l akira	Unk	Unk	False	False	False	True	L	14492880	669	
4260935	MB2IN-183	tPN	tPN	False	False	False	True	L	3756659	75	
9103710	 (BLVp1 bilateral 1 right; Tel-like 1 BPL bilateral; BLVp1 6) [*BLVp1_r akira] #9103710	Unk	Unk	False	False	False	True	R	14270761	626	
4114133	FB2IN-9	FB2N	FB2N	False	False	False	True	R	15343835	673	
3122533	 (BLDc descending 1 right; BPL feedback local R) [*BLDc_r akira] #3122533	Unk	Unk	False	False	False	True	R	16014607	737	
11018254	CN-5	FBN	FBN	False	False	False	True	L	15480928	469	
3539170	 (BAla12 descending 1 left) [*BAla12_l akira] #3539170	Unk	Unk	False	False	False	True	L	8159396	39	
4812481	 (double-hook BAmv1/2 right) [*BAmv12_ven_r akira] #4812481	Unk	Unk	False	False	False	True	R	16545101	800	
17850822	 (BAlp4 ascending 4 right) [*BAlp4_r akira] #17850822	Unk	Unk	False	False	False	True	R	14723506	655	
5657004	 (receives from telephone	Unk	Unk	False	False	False	True	L	5134110	139	
5938794	MB2IN-128	Unk	Unk	False	False	False	True	L	8310955	174	
5369028	 (DPLc post med 1 right) [*DPLc_post_med_r akira] #5369028	Unk	Unk	False	False	False	True	R	16428373	772	
15225589	MB2IN-146 (pre-dorsal-MAP presynaptic-D-2-R right) [*DPLc_ant_lat_r akira] #15225589	Unk	Unk	False	False	False	True	R	2142817	7	
17356454	 (BAla34 ventral cluster 1 left) [*BAla34_l akira] #17356454	Unk	Unk	False	False	False	True	L	2557644	927	
15894278	 (neuron 15894279 right homologous to 15005404) [unknown lineage] #15894278	Unk	Unk	False	False	False	True	R	-1	-1	
16422744	 (BAlp4 ascending 3 left) [*BAlp4_l akira] #16422744	Unk	Unk	False	False	False	True	L	15589591	769	
3158123	 (presynaptic-D-2-MAP-L left) [*DPLc_ant_lat_l akira] #3158123	Unk	Unk	False	False	False	True	L	17415439	33	
10945581	 (BLVp12 sickle 2 right) [*BLVp2_r akira] #10945581	Unk	Unk	False	False	False	True	R	19884188	1067	
17177103	FFN-22	FFN	FFN	False	False	False	True	L	17177115	904	
18035864	FB2IN-3	FB2N	FB2N	False	False	False	True	L	4411688	1017	
16490014	 (BLVa34 local hook left) [*BLVa34_l akira] #16490014	Unk	Unk	False	False	False	True	L	9161929	793	
8052161	FB2IN-14	FB2N	FB2N	False	False	False	True	L	4152272	251	
8142831	 (BLP12 bilateral horseshoe 2 left) [*BLP12_l akira	Unk	Unk	False	False	False	True	L	17655000	259	
9141404	CN-59	FBN	FBN	False	False	False	True	L	16691937	320	
18302610	 (BLVa hook 3 right) [*BLVa_t_r akira] #18302610	Unk	Unk	False	False	False	True	R	8347720	275	
5870071	FB-43	FBN	FBN	False	False	False	True	L	4144377	170	
13652117	 (DPMl_ant_ven unpaired right) [*DPMl_ant_ven_r akira] #13652117	O_dVNC	O_dVNC	False	False	False	True	R	-1	-1	
2369444	MB2IN-199	Unk	Unk	False	False	False	True	L	10119916	9	
17587710	 (BAla34 large span neuron right) [*BAla34_r akira] #17587710	Unk	Unk	False	False	False	True	R	16431065	773	
8270683	 (nc2;right) [*BLAd-OL_r akira] #8270683	vPN	vPN	False	False	False	True	R	8340950	273	
16472086	 (Basal Tel-like 4 left) [*BLAv12_post_l akira] #16472086	Unk	Unk	False	False	False	True	L	16433177	788	
16848497	FFN-33	FFN	FFN	False	False	False	True	L	9798791	839	
9577562	 (BLVp12 sickle 1 left) [*BLVp1_l akira] #9577562	Unk	Unk	False	False	False	True	L	17132009	356	
7439913	 (BAlp descending 3 left) [*BAlp_ant_l akira] #7439913	Unk	Unk	False	False	False	True	L	17654519	217	
17087885	MB2IN-180 (DNs-1_left) [*DPMm1_l akira] #17087885	O_dSEZ	O_dSEZ	False	False	False	True	L	17324711	882	
14756000	 (BAla34 hairy ascending left) [*BAla34_l akira] #14756000	Unk	Unk	False	False	False	True	L	13634759	658	
1137946	 (mixed bpl terminal right ) [*BLP12_r akira] #1137946	Unk	Unk	False	True	True	True	R	19919566	1068	
12367135	 (BLVa_t hook 3 left) [*BLVa_t_l akira] #12367135	Unk	Unk	False	False	False	True	L	16666673	550	
8019816	FB2IN-5	FB2N	FB2N	False	False	False	True	R	17177005	903	
19017854	 (v'td_vnc_a4l) [] #19017854	sens	sens-vtd	False	False	False	False	L	-1	-1	vtd
5590611	 (BAmas12_dor ascending 1 right) [*BAmas12_dor_r akira] #5590611	Unk	Unk	False	False	False	True	R	16906721	851	
8154054	 (BAmas12_dor center output 1 left) [*BAmas12_dor_l akira] #8154054	O_dSEZ	O_dSEZ	False	False	False	True	L	858479	260	
19037563	 (v'td_vnc_a4r) [] #19037563	sens	sens-vtd	False	False	False	False	R	-1	-1	vtd
7012280	 (v'td_vnc_a5l) [] #7012280	sens	sens-vtd	False	False	False	False	L	-1	-1	vtd
3945756	 (DPMm1 3 (Output of Munin)_left) [*DPMm1_l akira] #3945756	Unk	Unk	False	False	False	True	L	8566140	64	
10119916	MB2IN-199	Unk	Unk	False	False	False	True	R	2369444	9	
16852589	 (DALcm v 6; DALcm12 m lat 3 left (probably)) [*DALcm12-m_l akira] #16852589	Unk	Unk	False	False	False	True	L	6610913	844	
8792120	KC (KC63 young) [Lineage MBNB A right] #8792120	KC	KC	True	False	False	True	R	-1	-1	
858479	 (BAmas12_dor center output 1 right) [*BAmas12_dor_r akira] #858479	Unk	Unk	False	False	False	True	R	8154054	260	
4061049	 (v'td_vnc_a5r) [] #4061049	sens	sens-vtd	False	False	False	False	R	-1	-1	vtd
11009492	 (DPMpl12 tall 1 left) [*DPMpl12_l akira] #11009492	O_dSEZ	O_dSEZ	False	True	True	True	L	17304269	464	
15673454	MB2ON-114 (DALcl12 v d 2 right) [*DALcl12-v_r akira] #15673454	Unk	Unk	False	False	False	True	R	13718916	602	
16176721	 (BLVp1 hook 2 right) [*BLVp1_r akira] #16176721	Unk	Unk	False	False	False	True	R	15586914	699	
9583435	FFN-14	FFN	FFN	False	False	False	True	R	9015745	309	
2557644	 (BAla34 ventral cluster 1 right) [*BAla34_r akira] #2557644	Unk	Unk	False	False	False	True	R	17356454	927	
17736641	 (neuron 17736642) [unknown lineage] #17736641	Unk	Unk	False	False	False	True	L	-1	-1	
16588928	 (BAla34 descending left) [*BAla34_l akira] #16588928	Unk	Unk	False	False	False	True	L	17355892	815	
18302931	 (UNK horseshoe 3 right) [unknown lineage	Unk	Unk	False	False	False	True	R	19091995	1052	
17223643	 (BLVp1 hook left) [*BLVp1_l akira] #17223643	Unk	Unk	False	False	False	True	L	3251140	906	
12832017	FFN-16	FFN	FFN	False	False	False	True	L	19091931	581	
17355892	 (BAla34 descending right) [*BAla34_r akira] #17355892	O_dSEZ	O_dSEZ	False	False	False	True	R	16588928	815	
19919566	 (mixed bpl terminal left) [*BLP12_l akira] #19919566	Unk	Unk	False	True	True	True	L	1137946	1068	
16911458	 (v'td_vnc_a6l) [] #16911458	sens	sens-vtd	False	False	False	False	L	-1	-1	vtd
12178825	 (v'td_vnc_a6r) [] #12178825	sens	sens-vtd	False	False	False	False	R	-1	-1	vtd
10523825	 (BLVp bonsai left) [*BLVp1_l akira] #10523825	Unk	Unk	False	False	False	True	L	17455871	409	
4103336	FB2IN-7	FB2N	FB2N	False	False	False	True	R	12398622	555	
17297936	 (DPMpl12 fork right) [*DPMpl12_r akira] #17297936	Unk	Unk	False	False	False	True	R	10382824	400	
13718916	MB2ON-114 (DALcl12 v d 2 left) [*DALcl12-v_l akira] #13718916	Unk	Unk	False	False	False	True	L	15673454	602	
17729195	 (BLDc crinkled left) [*BLDc_l akira] #17729195	Unk	Unk	False	False	False	True	L	5545085	981	
17237305	CN-49	Unk	Unk	False	False	False	True	L	14948339	908	
3272218	 (DM-NPF_conn4_right) [*DALl1_r akira] #3272218	Unk	Unk	False	False	False	True	R	3061422	31	
11356523	MB2IN-133	Unk	Unk	False	False	False	True	R	12364717	547	
16340011	 (DPMl anterior hook right) [*DPMl34_post_r akira] #16340011	Unk	Unk	False	False	False	True	R	-1	-1	
13038489	MB2IN-176 (downstream of A2 mPN iACT right) [*BLVa12_r akira] #13038489	Unk	Unk	False	False	False	True	R	17423412	956	
17896997	 (BLDc LH right) [*BLDc_r akira] #17896997	Unk	Unk	False	False	False	True	R	16409132	766	
9212816	CN-48	Unk	Unk	False	False	False	True	R	9236708	325	
9068024	 (BW ; DALcl12 vv 13 DALcl12 v int 6 right) [*DALcl12-v_r akira] #9068024	Unk	Unk	False	False	False	True	R	16560178	811	
12325227	FFN-29	FFN	FFN	False	False	False	True	L	9507904	544	
8810141	 (CM13 horseshoe 1 left) [*CM13_med_l akira] #8810141	Unk	Unk	False	False	False	True	L	12422355	297	
16630024	KC (KC no pair) [Lineage MBNB A left] #16630024	KC	KC-4claw	False	False	False	True	L	-1	-1	4claw
12882179	 (BLVa_t hook 2 right -GAP) [*BLVa_t_r akira] #12882179	Unk	Unk	False	False	False	True	R	2652641	19	
17177005	FB2IN-5	FB2N	FB2N	False	False	False	True	L	8019816	903	
15524852	 (DALcl12 v d 8 L) [*DALcl12-v_l akira] #15524852	Unk	Unk	False	False	False	True	L	-1	-1	
8559607	KC (KC54) [Lineage MBNB A right] #8559607	KC	KC-4claw	False	False	False	True	R	-1	-1	4claw
14034311	 (DPMl b 1 loSM left) [*DPMpl12_l akira] #14034311	Unk	Unk	False	False	False	True	L	5976168	616	
2648254	MB2IN-178 (DPMpm1 4 DNs) [*DPMpm1_r akira] #2648254	O_dSEZ	O_dSEZ	False	False	False	True	R	10756813	433	
16586265	 (BAla34 ventral cluster 3 right) [*BAla34_r akira] #16586265	Unk	Unk	False	False	False	True	R	13313410	596	
17435815	 (ni contralateral 1 right) [ni-neurons MB_r akira] #17435815	Unk	Unk	False	False	False	True	R	9235545	324	
6653450	 (DALcl12 l vv 6) [*DALcl12-v_r akira] #6653450	Unk	Unk	False	False	False	True	R	17109286	888	
15586914	 (BLVp1 hook 2 left) [*BLVp1_l akira] #15586914	Unk	Unk	False	False	False	True	L	16176721	699	
9015745	FFN-14	FFN	FFN	False	False	False	True	L	9583435	309	
17732291	 (DPMpl12 twig left) [*DPMpl12_l akira] #17732291	O_dSEZ	O_dSEZ	False	False	False	True	L	17659219	992	
13858824	MB2ON-124	Unk	Unk	False	False	False	True	R	17743170	999	
16545264	 (BAmv12 local neuron left) [*BAmv12_dor_l akira] #16545264	Unk	Unk	False	False	False	True	L	5164129	803	
4354933	85c PN (85c PN left) [*BAmv3_l akira] #4354933	uPN	uPN	False	False	False	True	L	14604028	80	
4023881	 (AN-R-Sens-B3-ACal-04 (Non-ORN 2)) [] #4023881	sens	sens-AN	False	False	False	False	R	-1	-1	AN
17728723	 (lasso-top left) [*BAlp_ant_l akira] #17728723	Unk	Unk	False	False	False	True	L	13084891	972	
5545085	 (BLDc crinkled right) [*BLDc_r akira] #5545085	Unk	Unk	False	False	False	True	R	17729195	981	
17746794	 (UNK horseshoe 2 left) [unknown lineage] #17746794	Unk	Unk	False	False	False	True	L	12422147	1000	
16485518	 (BLDc descending 2 left) [BLAd_l akira] #16485518	Unk	Unk	False	False	False	True	L	2885630	791	
13084891	 (lasso-top right) [*BAlp_ant_r akira] #13084891	Unk	Unk	False	False	False	True	R	17728723	972	
8544824	 (BLP claw 3 right) [*BLP34_r akira] #8544824	Unk	Unk	False	False	False	True	R	16838915	836	
12138418	CN-56	Unk	Unk	False	False	False	True	L	8310087	529	
2846555	 (BLP34 lateral right) [*BLP34_r akira] #2846555	Unk	Unk	False	False	False	True	R	5755261	161	
9064208	FB-32	FBN	FBN	False	False	False	True	L	5934511	315	
3650600	 (AN-R-Sens-B3-ACal-01 (temp sensing right neuron alone)) [] #3650600	sens	sens-thermo;AN	False	False	False	False	R	-1	-1	thermo;AN
17361757	CN-20	Unk	Unk	False	False	False	True	L	12813847	950	
3765735	 (BLAl horseshoe neuron right) [*BLAl_r akira] #3765735	Unk	Unk	False	False	False	True	R	11348509	496	
7980189	CN-2	Unk	Unk	False	False	False	True	R	11600886	500	
7901791	DAN-f1 (MBE4a left) [*CPc_l akira] #7901791	MBIN	MBIN-DAN	False	False	False	True	L	2506050	236	DAN
9237370	 (DPLm1 contralateral 2 left) [*DPLm1_l akira] #9237370	Unk	Unk	False	False	False	True	L	3726990	326	
10627239	MB2IN-162 (Bilateral above BPL	Unk	Unk	False	False	False	True	R	15608953	709	
3251140	 (BLVp1 hook right) [*BLVp1_r akira] #3251140	Unk	Unk	False	False	False	True	R	17223643	906	
19091931	FFN-16	FFN	FFN	False	False	False	True	R	12832017	581	
4017089	 (AN-R-Sens-B3-ACal-06 (Degraded? Temp?)) [] #4017089	sens	sens-AN	False	False	False	False	R	-1	-1	AN
5762666	 (n_down pOLP&PVL09-2 left) [*BLVp1_l akira] #5762666	Unk	Unk	False	False	False	True	L	17777259	163	
13724377	 (BAla34 bilateral 1 right) [*BAla34_r akira] #13724377	Unk	Unk	False	False	False	True	R	14570370	646	
4391317	CN-15	Unk	Unk	False	False	False	True	L	11826171	85	
9822593	 (BLAvm bilateral neuron 2 left) [*BLAvm post_l akira] #9822593	Unk	Unk	False	False	False	True	L	15023987	368	
16699958	CN-4	FAN	FAN	False	False	False	True	R	14000746	615	
8641784	 (BLP12 local descending twig right) [*BLP12_r akira] #8641784	Unk	Unk	False	False	False	True	R	-1	-1	
12871993	DAN-k1 (MBE1b left) [*DALcm12-m_l akira] #12871993	MBIN	MBIN-DAN	False	False	False	True	L	4884579	587	DAN
4433197	 (DALcl12 v d 3 L) [*DALcl12-v_l akira] #4433197	Unk	Unk	False	False	False	True	L	15668497	97	
16627838	KC (KC49?) [Lineage MBNB B left] #16627838	KC	KC-1claw	False	False	False	True	L	-1	-1	1claw
17913199	MB2IN-139	Unk	Unk	False	False	False	True	R	11003551	459	
10563755	 (DH44 3 left) [*Dilp_l akira] #10563755	Unk	Unk	False	False	False	True	L	13535387	415	
8496618	 (DNs-17_right) [*CM4-dm_r akira] #8496618	O_dVNC	O_dVNC	False	False	False	True	R	10553248	413	
8698941	 (DPLal 3 1 neuron right) [*DPLal1-3_r akira] #8698941	Unk	Unk	False	False	False	True	R	17732085	989	
9351843	 (DPLam ASB Mackerel left) [*DPLam_l akira] #9351843	Unk	Unk	False	False	False	True	L	17990556	333	
15668869	 (BLAv12_ant contralateral unpaired right) [*BLAv12_ant_r akira] #15668869	Unk	Unk	False	False	False	True	R	-1	-1	
15766806	CN-31	FBN	FBN	False	False	False	True	L	13863331	725	
12031406	 (DPLc4_5_right (PB to LAL)) [*DPMm2_r akira] #12031406	Unk	Unk	False	False	False	True	R	16342197	757	
13854190	MB2IN-149 (BAmas d 1 neuron left) [*BAmas12_dor_l akira] #13854190	Unk	Unk	False	False	False	True	L	5476653	612	
8216541	 (BAmas12_dor center output 2 left) [*BAmas12_dor_l akira] #8216541	O_dSEZ	O_dSEZ	False	False	False	True	L	4541081	263	
19120772	 (v'td_vnc_a7l_maybe) [] #19120772	sens	sens-vtd	False	False	False	False	L	-1	-1	vtd
4541081	 (BAmas12_dor center output 2 right) [*BAmas12_dor_r akira] #4541081	O_dSEZ	O_dSEZ	False	False	False	True	R	8216541	263	
891237	 (v'td_vnc_a7r_maybe) [] #891237	sens	sens-vtd	False	False	False	False	R	-1	-1	vtd
17990556	 (DPLam ASB Mackerel right) [*DPLam_r akira] #17990556	Unk	Unk	False	False	False	True	R	9351843	333	
17336347	MB2IN-140 (To Finish with soma; CM13 lat 18) [*CM13_lat_r akira] #17336347	Unk	Unk	False	False	False	True	R	18412747	1031	
14334367	MB2IN-124	Unk	Unk	False	False	False	True	R	18500988	1035	
6557581	MB2IN-185 (broad T3 right) [*BAlc ant_r akira] #6557581	bLN	bLN-Trio	False	True	True	True	R	7939890	239	Trio
17813001	 (DPMl12 loopy right) [*DPMl12_post_r akira] #17813001	Unk	Unk	False	False	False	True	R	13818467	606	
17110024	 (DALcl12 r vv 8 = 1 or 5) [*DALcl12-v_l akira] #17110024	Unk	Unk	False	False	False	True	L	9037152	890	
8413663	KC (KC49) [Lineage MBNB A right] #8413663	KC	KC-2claw	False	False	False	True	R	-1	-1	2claw
18412747	MB2IN-140 (HAS SOMA Neuron 18412748) [*CM13_med_l akira] #18412747	Unk	Unk	False	False	False	True	L	17336347	1031	
10658673	MB2IN-137 (DPLc post intlat 1 Left; NOT a DPLc) [*DPLc_post_int_l akira] #10658673	Unk	Unk	False	False	False	True	L	13045287	423	
2260755	 (DH44 1 right) [*Dilp_r akira] #2260755	Unk	Unk	False	False	False	True	R	10418394	403	
4408369	MB2IN-122	Unk	Unk	False	False	False	True	L	16758011	91	
11717045	 (BLP12 descending 3 left; dpn_left_1304_9) [*BLP12_l akira] #11717045	Unk	Unk	False	False	False	True	L	8954684	512	
9069084	 (DALcl contralateral 2 right; DALcl12 vv 2 right; DALcl12 vv 8 ) [*DALcl12-v_r akira] #9069084	Unk	Unk	False	False	False	True	R	15525794	690	
13830600	 (BAmas12_dor descending 1 left) [*BAmas12_dor_l akira] #13830600	Unk	Unk	False	False	False	True	L	16057212	607	
16886842	 (DALcl12 r vv 3) [*DALcl12-v_l akira] #16886842	Unk	Unk	False	False	False	True	L	10784285	850	
8260011	KC (KC46 young) [Lineage MBNB C right] #8260011	KC	KC	True	False	False	True	R	-1	-1	
16937815	 (DPMm1 ipsilateral sheet left) [*DPMm1_l akira] #16937815	Unk	Unk	False	False	False	True	L	13411525	858	
12962772	MB2IN-213	Unk	Unk	False	False	False	True	R	14539753	643	
8954684	 (BLP12 descending 3 right; BLP12 a 12) [*BLP12_r akira] #8954684	Unk	Unk	False	False	False	True	R	11717045	512	
9409359	CN-7	Unk	Unk	False	False	False	True	L	3913620	337	
11717035	 (BLP12 descending 5 left; dpn_left_1304_12) [*BLP12_l akira] #11717035	Unk	Unk	False	False	False	True	L	8953579	511	
17165711	CN-8	FAN	FAN	False	False	False	True	R	15668309	716	
9015568	CN-65	Unk	Unk	False	False	False	True	R	12587013	570	
10568310	 (DPMm1 horseshoe 2 left) [*DPMm1_l akira] #10568310	Unk	Unk	False	False	False	True	L	2667980	416	
15706875	MB2IN-211	Unk	Unk	False	False	False	True	R	12598741	571	
17354414	 (DPM contralateral horseshoe left) [*DPMl_ant_dor_l akira] #17354414	Unk	Unk	False	True	True	True	L	3021609	922	
17425996	MB2IN-165 (Hairbrush_right) [*DPLp_r akira] #17425996	Unk	Unk	False	False	False	True	R	12667895	576	
17356442	 (valentine neuron left) [*BAla34_l akira] #17356442	Unk	Unk	False	False	False	True	L	16443509	925	
11841664	MB2IN-131	Unk	Unk	False	False	False	True	L	5856647	519	
17351780	 (output to SEZ right) [*DPMm1_r akira] #17351780	O_dSEZ	O_dSEZ	False	False	False	True	R	19054481	1050	
16057212	 (BAmas12_dor descending 1 right) [*BAmas12_dor_r akira] #16057212	O_dSEZ	O_dSEZ	False	False	False	True	R	13830600	607	
16443509	 (valentine neuron right) [*BAla34_r akira] #16443509	Unk	Unk	False	False	False	True	R	17356442	925	
11714576	 (Weird PN to LH Right) [*BAlc post_r akira] #11714576	Unk	Unk	False	False	False	True	R	7168356	208	
9800031	 (ASB Pointer left) [*DPLc_post_int_l akira] #9800031	Unk	Unk	False	False	False	True	L	17980698	367	
11029359	 (DL-LH_cand9 left 11029360) [unknown lineage] #11029359	Unk	Unk	False	False	False	True	L	-1	-1	
6250655	 (BAlc post ascending 2 right) [*BAlc post_r akira] #6250655	Unk	Unk	False	False	False	True	R	12452356	560	
17587726	 (BAmv12 descending 2 right) [*BAmv12_ven_r akira] #17587726	Unk	Unk	False	False	False	True	R	18305433	1029	
2439150	 (inner bridge 2 left) [*DPLc_post_lat_l akira] #2439150	Unk	Unk	False	False	False	True	L	11851588	14	
12121795	 (BAlc_post I left) [*BAlc post_l akira] #12121795	Unk	Unk	False	False	False	True	L	11788830	528	
8741619	 (peptidergic with docked vesicles_right) [*CPf_r akira] #8741619	O_dVNC	O_dVNC	False	False	False	True	R	8755914	290	
12452356	 (BAlc post ascending 2 left) [*BAlc post_l akira] #12452356	Unk	Unk	False	False	False	True	L	6250655	560	
9239759	 (ni contralateral 4 left) [ni-neurons MB_l akira] #9239759	Unk	Unk	False	False	False	True	L	9034378	329	
5134110	 (receives from telephone	Unk	Unk	False	False	False	True	R	5657004	139	
15608355	 (BAlc post lat lat 6 AL left) [*BAlc post_l akira] #15608355	Unk	Unk	False	False	False	True	L	6252764	708	
9940382	 (pOLP;left) [*OLP_l] #9940382	vPN	vPN	False	False	False	True	L	8124177	372	
17728781	 (BAlp4 ascending 5 left) [*BAlp4_l akira] #17728781	Unk	Unk	False	False	False	True	L	13644685	974	
3061422	 (DM-NPF_conn4_left) [*DALv1_l akira] #3061422	Unk	Unk	False	False	False	True	L	3272218	31	
8124177	 (pOLP;right) [*OLP_r] #8124177	vPN	vPN	False	False	False	True	R	9940382	372	
6252764	 (BAlc post lat lat 6 AL right) [*BAlc post_r akira] #6252764	Unk	Unk	False	False	False	True	R	15608355	708	
8755914	 (peptidergic with docked vesicles_left) [*CPf_l akira] #8755914	O_dVNC	O_dVNC	False	False	False	True	L	8741619	290	
10959064	 (BAla34 Ipsilateral Hook right) [*BAla34_r akira] #10959064	Unk	Unk	False	False	False	True	R	5080991	124	
16435686	 (BAla34 ascending 1 left) [*BAla34_l akira] #16435686	Unk	Unk	False	False	False	True	L	18861011	778	
18861011	 (BAla34 ascending 1 right) [*BAla34_r akira] #18861011	O_dSEZ	O_dSEZ	False	False	False	True	R	16435686	778	
4493199	13a PN (13a PN left) [*BAmv3_l akira] #4493199	uPN	uPN	False	False	False	True	L	8244823	100	
8244823	13a PN (13a PN right) [*BAmv3_r akira] #8244823	uPN	uPN	False	False	False	True	R	4493199	100	
17123466	 (f_down pOLP right) [*BLDd_r akira] #17123466	Unk	Unk	False	False	False	True	R	-1	-1	
13833814	 (BAmas12_dor descending 2 left) [*BAmas12_dor_l akira] #13833814	Unk	Unk	False	False	False	True	L	16316981	609	
17326213	 (BLVa34 a 7) [*BLVa34_r akira] #17326213	Unk	Unk	False	False	False	True	R	-1	-1	
20443457	FB2IN-12	FB2N	FB2N	False	False	False	True	R	15623649	711	
16440704	KC (KC no pair) [Lineage MBNB D left] #16440704	KC	KC-6claw	False	False	False	True	L	-1	-1	6claw
7865696	1a PN (1a PN left) [*BAmv3_l akira] #7865696	uPN	uPN	False	False	False	True	L	8252067	233	
15525711	 (DALcl12 vv 12 left) [*DALcl12-v_l akira] #15525711	Unk	Unk	False	False	False	True	L	9068346	689	
8252067	1a PN (1a PN right) [*BAmv3_r akira] #8252067	uPN	uPN	False	False	False	True	R	7865696	233	
8571259	 (DPMm1 4_right ) [*DPMm1_r akira] #8571259	Unk	Unk	False	False	False	True	R	10600188	420	
3729504	MB2IN-207 (Munin Output right - unfinished) [*DAMv12_lat_r akira] #3729504	Unk	Unk	False	False	False	True	R	3945394	62	
16223688	 (CPa 1 right) [*CPa_r akira] #16223688	Unk	Unk	False	False	False	True	R	19880740	1065	
16026042	KC (KC young) [Lineage MBNB D left] #16026042	KC	KC	True	False	False	True	L	-1	-1	
13046354	 (DPLm ant 1 right) [*DPLm_r akira	Unk	Unk	False	False	False	True	R	8639662	285	
15517247	MB2IN-160 (DALcm12 L v e 1) [*DALcm12-m_l akira] #15517247	Unk	Unk	False	True	True	True	L	16335254	685	
4523584	 (DMS 1 left) [*Dilp_l akira] #4523584	Unk	Unk	False	False	False	True	L	2659386	102	
12364717	MB2IN-133	Unk	Unk	False	False	False	True	L	11356523	547	
16937799	 (BLP12 bilateral horseshoe 1 left) [*BLP12_l akira	Unk	Unk	False	False	False	True	L	17654991	857	
