Skeleton ID,neuron_name,Class 1,Merge Class,is_pdiff,is_usplit,is_LNpre,is_brain,Hemisphere,Pair,Pair ID,lineage,Class 2,contraction,Original index,dim 0,dim 1,dim 2,dim 3,dim 4,dim 5,dim 6,dim 7,dim 8,dim 9,dim 10,dim 11,dim 12,dim 13
2797480,MB2ON-205 (DPLc_post_med descending left) [*DPLc_post_med_l akira] #2797480,Unk,Unk,False,True,True,True,P,13713529,20,*DPLc_post_med_l akira_,,"{13713529: {'neuron_name': 'MB2ON-205 (DPLc_post_med descending right) [*DPLc_post_med_r akira] #13713529', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': True, 'is_LNpre': True, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 2797480, 'Pair ID': 20, 'lineage': '*DPLc_post_med_r akira_', 'Class 2': nan}}",194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027400616848101803,-0.00024493991575938635,-0.010536677693754631,-0.010721726022540004,0.009792272316363128,-0.007566558343689809,0.041370718024266444
17354403, (DPMl12 unpaired Left) [*DPMl_ant_dor_l akira] #17354403,O_dVNC,O_dVNC,False,False,False,True,L,-1,-1,*DPMl_ant_dor_l akira_,,,195,0.000599921519126385,0.0027380677803113727,-0.0016670726244973266,0.000738671379945227,-0.00022046618252678622,-0.0005428867680780993,-0.0009813591299614116,0.009815840176464596,0.0011015625010995006,-0.006015226866539644,-0.014568955339556633,-0.0014815047673549075,-0.001493763055008563,0.0397681333381188
20343986, (BLDc A00c pointer left) [BLAd_l akira] #20343986,Unk,Unk,False,False,False,True,P,2881070,1074,BLAd_l akira_,,"{2881070: {'neuron_name': ' (BLDc A00c pointer right) [*BLDc_r akira] #2881070', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 20343986, 'Pair ID': 1074, 'lineage': '*BLDc_r akira_', 'Class 2': nan}}",196,0.020523897364448512,-0.009459325111442696,-0.007164614749231137,-0.06340376514626635,-0.01848707140844227,-0.03175320563123116,-0.06980991212876919,0.013963322125076755,-0.005112780916046173,-0.0028096100141896526,-0.03317367083077796,-0.009590598473694355,-0.0144153976648906,-0.031765735213197005
17729424, (BLVa34 small ipsi 2 left) [*BLVa34_l akira] #17729424,Unk,Unk,False,False,False,True,P,8821758,984,*BLVa34_l akira_,,"{8821758: {'neuron_name': ' (BLVa34 small ipsi 2 right; BLVa34 a 5) [*BLVa34_r akira] #8821758', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 17729424, 'Pair ID': 984, 'lineage': '*BLVa34_r akira_', 'Class 2': nan}}",197,0.005326451802227699,-0.001989954661111837,-0.0013306811523060105,-0.015091738926523256,-0.004599792406275474,-0.006998097413765767,-0.013651138485339524,0.003284985588231609,-0.0014070615531204215,-0.0014266453144114344,-0.013690143062998063,-0.00402921404261257,-0.006775275131316649,-0.015594014562197762
17729410, (BLVa34 small ipsi 1 left) [*BLVa34_l akira] #17729410,Unk,Unk,False,False,False,True,P,1141813,983,*BLVa34_l akira_,,"{1141813: {'neuron_name': ' (BLVa34 small ipsi 1 right; downstream of basket PN; BLVa34 a 4) [*BLVa34_r akira] #1141813', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 17729410, 'Pair ID': 983, 'lineage': '*BLVa34_r akira_', 'Class 2': nan}}",198,0.010661631979501467,-0.004731750974220416,-0.0032884511199768184,-0.03083321486665548,-0.009149245362678343,-0.015465286346024967,-0.03188036645010851,0.002882338039424366,-0.00148339985243289,-0.001140179148684121,-0.010792369032199104,-0.0031594773936968615,-0.005573607443567395,-0.01297771660319095
17729088, (Tel-like 3; BLVp1 7? left) [*BLVp1_l akira] #17729088,Unk,Unk,False,False,False,True,P,9637388,977,*BLVp1_l akira_,,"{9637388: {'neuron_name': ' (Tel-like 3; BLVp1 7 right) [*BLVp1_r akira] #9637388', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 17729088, 'Pair ID': 977, 'lineage': '*BLVp1_r akira_', 'Class 2': nan}}",199,0.01712022625921068,-0.008585283919700445,-0.0062567190218369,-0.05294977082267174,-0.014140439066363988,-0.02451700456393266,-0.05408192525389942,0.009330621455880908,-0.003922025917470959,-0.002812039290867054,-0.017561088930959003,-0.005604900601043916,-0.011010524915414651,-0.013769640410256388
17729020, (Ipsiphone lineage bilateral left) [unknown lineage] #17729020,Unk,Unk,False,False,False,True,P,15684934,976,unk,,"{15684934: {'neuron_name': ' (Ipsiphone lineage bilateral right) [*BLAv12_ant_r akira] #15684934', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 17729020, 'Pair ID': 976, 'lineage': '*BLAv12_ant_r akira_', 'Class 2': nan}}",200,0.007716782010508123,-0.004014730053243791,-0.0026479197727743713,-0.024429637304958843,-0.006584313901666996,-0.011073574727153961,-0.02914861257710997,0.007067844295543171,-0.00334395901137307,-0.0025715044278567926,-0.026558817797752987,-0.007380427125145933,-0.012063601464524997,-0.03059416857977542
17360042, (DPlal simple bilateral 5 left) [*DPlal1-3_ant_l akira] #17360042,Unk,Unk,False,False,False,True,P,9856062,940,*DPlal1-3_ant_l akira_,,"{9856062: {'neuron_name': ' (DPlal simple bilateral 5 right; Tel-like 7? anterior cell body) [*DPlal1-3_ant_r akira, *DPLal1-3_r akira] #9856062', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 17360042, 'Pair ID': 940, 'lineage': 'unk', 'Class 2': nan}}",201,0.012488798457165086,-0.0028383556402972357,-0.0011922565236360402,-0.020014678782373535,-0.007013605959035849,-0.005967761956951275,-0.015449973398993191,0.011835600173064863,-0.004822552271225337,-0.003059995993448989,-0.028798764589168104,-0.009032778612053994,-0.014512362105378686,-0.02618070798083909
17360038, (DPlal outer bilateral 1 left) [*DPlal1-3_lat_l akira] #17360038,Unk,Unk,False,False,False,True,P,17378483,939,*DPlal1-3_lat_l akira_,,"{17378483: {'neuron_name': ' (DPlal outer bilateral 1 right) [*DPlal1-3_lat_r akira, *DPLal1-3_r akira] #17378483', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 17360038, 'Pair ID': 939, 'lineage': 'unk', 'Class 2': nan}}",202,0.01965870791629119,0.0034622001864119643,-0.002833668557616127,-0.035130269105787294,-0.012962109309174867,-0.009090812470776295,-0.011977944212025294,0.023617950175920433,-0.006404095837284849,-0.006375716933165686,-0.055619867299603665,-0.01670920079605516,-0.013330269889897842,-0.025498315592294107
17165621, (Basal Tel-like 7 left; forced Soma) [*BLAvm post_l akira] #17165621,Unk,Unk,False,False,False,True,P,9422291,896,*BLAvm post_l akira_,,"{9422291: {'neuron_name': ' (Basal Tel-like 7 right) [*BLAvm post_r akira] #9422291', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 17165621, 'Pair ID': 896, 'lineage': '*BLAvm post_r akira_', 'Class 2': nan}}",203,0.020061395165334502,-0.008465266366494447,-0.0055277759703499605,-0.03973786689705307,-0.010943985695119373,-0.01435213510626057,-0.023614194647839593,0.006160222735499796,-0.0032273329167196653,-0.0025184737756239863,-0.024505688079968058,-0.0068887211997205825,-0.011680555176112469,-0.028226466131489252
16950321, (BLP34 hook 1 left) [*BLP34_l akira] #16950321,Unk,Unk,False,False,False,True,P,4127938,862,*BLP34_l akira_,,"{4127938: {'neuron_name': ' (BLP34 hook 1 right) [*BLP34_r akira] #4127938', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 16950321, 'Pair ID': 862, 'lineage': '*BLP34_r akira_', 'Class 2': nan}}",204,0.019383507197987603,-0.00944586557780319,-0.005552388899794092,-0.04499502982499185,-0.012412033228641593,-0.019528818722279507,-0.03880039222992998,0.003354339226881091,-0.0017571750739811239,-0.0013484380322347114,-0.013237395953169083,-0.00376564153619055,-0.0063836273417146655,-0.015247302691906902
16594752, (Basal Tel-like 8 left) [*BLAv12_post_l akira] #16594752,Unk,Unk,False,False,False,True,P,9530532,816,*BLAv12_post_l akira_,,"{9530532: {'neuron_name': ' (Basal Tel-like 8 right) [*BLAv12_post_r akira] #9530532', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 16594752, 'Pair ID': 816, 'lineage': '*BLAv12_post_r akira_', 'Class 2': nan}}",205,0.0284798516896267,-0.0066239486862164285,-0.001771435494618334,-0.03841829476408249,-0.014557482523514161,-0.01569155062248787,-0.03318317243901058,0.006446336070946796,-0.003041850974437153,-0.0024085823416842345,-0.0247350257567484,-0.007333240858595823,-0.012082857014612676,-0.027395338069489825
16490014, (BLVa34 local hook left) [*BLVa34_l akira] #16490014,Unk,Unk,False,False,False,True,P,9161929,793,*BLVa34_l akira_,,"{9161929: {'neuron_name': ' (BLVa34 local hook right) [*BLVa34_r akira] #9161929', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 16490014, 'Pair ID': 793, 'lineage': '*BLVa34_r akira_', 'Class 2': nan}}",206,0.012659757966914492,-0.005074175328505035,-0.003073413769675911,-0.03085814278695699,-0.009823279388328075,-0.013951873455472115,-0.02668636025318246,0.005692234300809268,-0.0028041850958621215,-0.002323582440396061,-0.022837695966175832,-0.006653458823141879,-0.011427479699093178,-0.02635837520021512
16472086, (Basal Tel-like 4 left) [*BLAv12_post_l akira] #16472086,Unk,Unk,False,False,False,True,P,16433177,788,*BLAv12_post_l akira_,,"{16433177: {'neuron_name': ' (Basal Tel-like 4 right) [unknown lineage] #16433177', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 16472086, 'Pair ID': 788, 'lineage': 'unk', 'Class 2': nan}}",207,0.022164814974383516,-0.009313803540986286,-0.004898130637235049,-0.04080274794215427,-0.010976979001685382,-0.015692558242773075,-0.03436814913476758,0.01648628736371232,-0.007965097386098682,-0.004746534886441034,-0.03921118309742586,-0.01077997488766992,-0.017010117284646707,-0.039188614727939795
15676016, (DPlal simple bilateral 2 left) [*DPlal1-3_ant_l akira] #15676016,Unk,Unk,False,False,False,True,P,3058132,718,*DPlal1-3_ant_l akira_,,"{3058132: {'neuron_name': ' (DPlal simple bilateral 2 right) [*DPlal1-3_ant_r akira, *DPLal1-3_r akira] #3058132', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 15676016, 'Pair ID': 718, 'lineage': 'unk', 'Class 2': nan}}",208,0.012321366452053546,-0.0034648169161580547,-0.0012922019607242879,-0.024200382233346775,-0.008119374297588787,-0.010301408840154132,-0.021970410068865333,0.006594512430639819,-0.0025659148085204362,-0.0015874300609588327,-0.02016687054911499,-0.006250986886513789,-0.009401907547331527,-0.022040878066186577
15587533, (BLVp1 bilateral 2 left) [*BLVp1_l akira] #15587533,Unk,Unk,False,False,False,True,P,11029851,701,*BLVp1_l akira_,,"{11029851: {'neuron_name': ' (BLVp1 bilateral 2 right) [*BLVp1_r akira] #11029851', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 15587533, 'Pair ID': 701, 'lineage': '*BLVp1_r akira_', 'Class 2': nan}}",209,0.01641457205078471,-0.007683943658240664,-0.006330523173239878,-0.056410328105058125,-0.015527595445318725,-0.02525293598456521,-0.05922160498450675,0.004091101688615759,-0.0019243863981660528,-0.001655677725254302,-0.015927053151852423,-0.004692791995971214,-0.008108729781677987,-0.018420578212162766
15586949, (BLVp1 local a left) [*BLVp1_l akira] #15586949,Unk,Unk,False,False,False,True,P,3180681,700,*BLVp1_l akira_,,"{3180681: {'neuron_name': ' (BLVp1 local a right) [*BLVp1_r akira] #3180681', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 15586949, 'Pair ID': 700, 'lineage': '*BLVp1_r akira_', 'Class 2': nan}}",210,0.015009364605698192,-0.006049196257664911,-0.004270652357030011,-0.039523441380365794,-0.012139862448878722,-0.016217134960156143,-0.03335957529277058,0.005184405749907851,-0.0025369799044951077,-0.0019675340271586832,-0.020487872912660472,-0.006059681354801196,-0.010166813857374116,-0.023319907072262495
14797760, (above BPL toward anterior Left) [*DPlal1-3_lat_l akira] #14797760,Unk,Unk,False,False,False,True,P,15679639,660,*DPlal1-3_lat_l akira_,,"{15679639: {'neuron_name': ' (above BPL toward anterior Right) [*DPLal1-3_r akira] #15679639', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 14797760, 'Pair ID': 660, 'lineage': '*DPLal1-3_r akira_', 'Class 2': nan}}",211,0.025896764227409712,-0.007934070870983603,-0.00477290377457965,-0.04371252560889475,-0.013016827917690446,-0.013905842922533556,-0.0233024965378181,0.015649038505111096,-0.007165442790492654,-0.0044731460863944045,-0.042730741202497986,-0.012304155647788766,-0.018924740849298505,-0.04229228147116464
12923749, (BLAv12_lat pointer 1 left) [*BLAv12_lat_l akira] #12923749,Unk,Unk,False,False,False,True,P,2878185,589,*BLAv12_lat_l akira_,,"{2878185: {'neuron_name': ' (BLAv12_lat pointer 1 right) [*BLAv12_lat_r akira] #2878185', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 12923749, 'Pair ID': 589, 'lineage': '*BLAv12_lat_r akira_', 'Class 2': nan}}",212,0.01249550665656187,-0.005114927323343722,-0.0033764438898707034,-0.028003539666027706,-0.008313602827263039,-0.010898035319685893,-0.022171804197499416,0.006403325680286873,-0.0033288986244536987,-0.0025461160574123337,-0.02530584009494568,-0.007182982322756466,-0.01203036883859619,-0.02899433387266375
12325227,"FFN-29, MB2IN-91 (Smash_left) [*BLVa_t_l akira] #12325227",FFN,FFN,False,False,False,True,P,9507904,544,*BLVa_t_l akira_,,"{9507904: {'neuron_name': 'FFN-29, MB2IN-91 (Smash_right_sibling) [*BLVa_t_r akira] #9507904', 'Class 1': 'FFN', 'Merge Class': 'FFN', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 12325227, 'Pair ID': 544, 'lineage': '*BLVa_t_r akira_', 'Class 2': nan}}",213,0.03877890982600967,-0.0008378424562607744,0.011460998444151218,0.009041654523427705,0.009425512787147592,0.040603209078616316,-0.01916641627203807,0.01733941599476782,-0.008017178262631085,-0.004284895975848844,-0.035447165084031604,-0.011334925377026357,-0.019339520996425955,-0.03881088273584098
11291653, (Basal Tel-like 1 left) [*BLAv12_ant_l akira] #11291653,Unk,Unk,False,False,False,True,P,8412625,492,*BLAv12_ant_l akira_,,"{8412625: {'neuron_name': ' (Basal Tel-like 1 right) [*BLAv12_ant_r akira] #8412625', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 11291653, 'Pair ID': 492, 'lineage': '*BLAv12_ant_r akira_', 'Class 2': nan}}",214,0.022423679315633993,-0.005286552963242333,-0.0055747372576506185,-0.043225719953602436,-0.012711867310272304,-0.0076360453480065205,-0.013216650052561719,0.009298402517133512,-0.004280654677918404,-0.003264853138590595,-0.032515133975681454,-0.008967066496553159,-0.014238653681946054,-0.035757165354374634
11263687, (Basal Tel-like 5 left (Downstream A00c)) [*BLAv12_ant_l akira] #11263687,Unk,Unk,False,False,False,True,P,6692908,490,*BLAv12_ant_l akira_,,"{6692908: {'neuron_name': ' (Basal Tel-like 5 right) [*BLAv12_ant_r akira] #6692908', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 11263687, 'Pair ID': 490, 'lineage': '*BLAv12_ant_r akira_', 'Class 2': nan}}",215,0.012189087889884166,-0.005240016392067817,-0.0039516724800666096,-0.041553697235852685,-0.012053146457430238,-0.019474213196837335,-0.044057886655194854,0.011205974305867132,-0.005388106638857478,-0.0029721362810910647,-0.026742639324598437,-0.008370926828011686,-0.014728376046448211,-0.031270509295434686
11084320, (Basal Tel-like 2 Left) [*BLAvm post_l akira] #11084320,Unk,Unk,False,False,False,True,P,8461082,477,*BLAvm post_l akira_,,"{8461082: {'neuron_name': ' (Basal Tel-like 2 Right) [*BLAvm post_r akira] #8461082', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 11084320, 'Pair ID': 477, 'lineage': '*BLAvm post_r akira_', 'Class 2': nan}}",216,0.023643479463699362,-0.008266778400088848,-0.005318692752320386,-0.03493396696668556,-0.009336386375901092,-0.009411172864524421,-0.010849393873322743,0.010300973532045584,-0.004877545487933025,-0.003557191414773305,-0.03615410251104208,-0.00982639571624423,-0.015454552327711911,-0.0404869554921162
11037238, (down_PVL09_PN-OLP_left) [*DPLal1-3_l akira] #11037238,Unk,Unk,False,False,False,True,P,7719118,472,*DPLal1-3_l akira_,,"{7719118: {'neuron_name': ' (down_PVL09_PN-OLP_right) [*DPLal1-3_r akira] #7719118', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 11037238, 'Pair ID': 472, 'lineage': '*DPLal1-3_r akira_', 'Class 2': nan}}",217,0.021194443379269717,-0.003368156148707137,-0.006979021259070128,-0.05135129134813795,-0.015110426340855304,-0.008416032221799838,-0.011766495607877294,0.015718987399065156,-0.007269479684501865,-0.005402771421620056,-0.03882987004096591,-0.01111919242264935,-0.020149437787790495,-0.03482634010968652
10982951, (Basal Tel-like 3 left) [*BLAvm ant_l akira] #10982951,Unk,Unk,False,False,False,True,P,8697453,458,*BLAvm ant_l akira_,,"{8697453: {'neuron_name': ' (Basal Tel-like 3 right) [*BLAvm post_r akira] #8697453', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 10982951, 'Pair ID': 458, 'lineage': '*BLAvm post_r akira_', 'Class 2': nan}}",218,0.014496938133288796,-0.007278590443852993,-0.0047512160094629234,-0.0429234357815171,-0.012516172278754609,-0.02147583936002293,-0.046609897076581676,0.004672980781972863,-0.0020319889988239235,-0.0017632032906789484,-0.014096225915900191,-0.00416480068964519,-0.007626573528257432,-0.01479604765656185
10893103, (Ipsiphone L) [*BLAv12_ant_l akira] #10893103,Unk,Unk,False,False,False,True,P,9720614,449,*BLAv12_ant_l akira_,,"{9720614: {'neuron_name': ' (Ipsiphone R) [*BLAv12_ant_r akira] #9720614', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 10893103, 'Pair ID': 449, 'lineage': '*BLAv12_ant_r akira_', 'Class 2': nan}}",219,0.02699017575196063,-0.003360647477288561,-0.006002854535034611,-0.06055436344100088,-0.01820572371783872,-0.005761649701775742,-0.021064018035497175,0.009700000915596165,-0.004106641962778808,-0.0029019491182455245,-0.030143628945935953,-0.008917049683646159,-0.013732494213951217,-0.03178832915544373
10714526, (DPlal simple bilateral 3 left) [*DPLal1-3_l akira] #10714526,Unk,Unk,False,False,False,True,P,2911847,427,*DPLal1-3_l akira_,,"{2911847: {'neuron_name': ' (DPlal simple bilateral 3 right; BPL to lateral bilateral right) [*DPLal1-3_r akira] #2911847', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 10714526, 'Pair ID': 427, 'lineage': '*DPLal1-3_r akira_', 'Class 2': nan}}",220,0.013685716722015464,-0.0067010587318421695,-0.005109085503965208,-0.04844890676253861,-0.013027666116474724,-0.02108093949523538,-0.05215752683161126,0.004971710997159514,-0.00220606148198588,-0.0017180389142353784,-0.017754397486182457,-0.005151152267427879,-0.008473652004353857,-0.020516193347075717
10282065, (BLAv12 lat bilateral neuron 1 left) [*BLAv12_lat_l akira] #10282065,Unk,Unk,False,False,False,True,P,5946241,393,*BLAv12_lat_l akira_,,"{5946241: {'neuron_name': ' (BLAv12 lat bilateral neuron 1 right) [*BLAv12_lat_r akira] #5946241', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 10282065, 'Pair ID': 393, 'lineage': '*BLAv12_lat_r akira_', 'Class 2': nan}}",221,0.041426554198802645,-0.011531247309642246,-0.0018001982264898133,-0.017493251283194382,0.000671262798437881,0.017400982177897643,-0.014672394054752657,0.007746829320170628,-0.0035527162979451885,-0.002508936137119024,-0.02576470285031231,-0.006824848170310073,-0.01053380638684801,-0.02906586279771994
9822593, (BLAvm bilateral neuron 2 left) [*BLAvm post_l akira] #9822593,Unk,Unk,False,False,False,True,P,15023987,368,*BLAvm post_l akira_,,"{15023987: {'neuron_name': ' (BLAvm bilateral neuron 2 right) [*BLAvm post_r akira] #15023987', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 9822593, 'Pair ID': 368, 'lineage': '*BLAvm post_r akira_', 'Class 2': nan}}",222,0.030670188070888785,-0.012896466088893254,-0.006670846281478039,-0.04057202346101604,-0.010822385249258493,-0.013098888211047486,-0.020514980533913655,0.00817133523665414,-0.004275904399521767,-0.0031706679995187883,-0.03182939590306249,-0.009012710745182326,-0.015127357421837333,-0.03652007566040164
9508724, (Ipsiphone lineage bilateral 2 left) [*BLAv12_ant_l akira] #9508724,Unk,Unk,False,False,False,True,P,17541953,351,*BLAv12_ant_l akira_,,"{17541953: {'neuron_name': ' (Ipsiphone lineage bilateral 2 right) [*BLAv12_ant_r akira] #17541953', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 9508724, 'Pair ID': 351, 'lineage': '*BLAv12_ant_r akira_', 'Class 2': nan}}",223,0.016989079031740347,-0.007632758608676806,-0.005425443315846177,-0.051015926118873484,-0.014977322920183427,-0.023955132057674407,-0.051804849773176724,0.004844811171311287,-0.0025350073710387307,-0.002041050942174578,-0.019966101655005886,-0.005700198540158769,-0.010028194170226434,-0.023881778052272252
9488991,MB2IN-173 (LQ: weak on PVL09 & MBE24_left) [unknown lineage] #9488991,Unk,Unk,False,False,False,True,P,16131474,348,unk,,"{16131474: {'neuron_name': 'MB2IN-173 (LQ: weak on PVL09 & MBE24 (LNM_downstream3)_right) [unknown lineage] #16131474', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 9488991, 'Pair ID': 348, 'lineage': 'unk', 'Class 2': nan}}",224,0.02476808235942612,-0.007363682836134656,-0.004321764652506077,-0.051871834934897935,-0.012243073852559393,-0.012052709759402687,-0.045329049830489396,0.0329567910857337,-0.012962791243796732,-0.002581804059771742,0.010459677905893168,0.001690552688404244,0.0009874116096979418,-0.001423391447864528
9348984, (BLVa hook 1 left) [*BLVa34_l akira] #9348984,Unk,Unk,False,False,False,True,P,2772093,332,*BLVa34_l akira_,,"{2772093: {'neuron_name': ' (BLVa hook 1 right) [*BLVa12_r akira] #2772093', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 9348984, 'Pair ID': 332, 'lineage': '*BLVa12_r akira_', 'Class 2': nan}}",225,0.021010524739255482,-0.009072065513124117,-0.005471309082631923,-0.03962676577049252,-0.01050945309823734,-0.01457337212953745,-0.027029763643066227,0.0071221692766778935,-0.0028626612154868097,-0.0019033208752342607,-0.0212893784919322,-0.0065409232758942785,-0.009984280895703884,-0.022975150912675685
6633635, (DPlal simple bilateral 1? left) [*DPLal1-3_l akira] #6633635,Unk,Unk,False,False,False,True,P,9241349,189,*DPLal1-3_l akira_,,"{9241349: {'neuron_name': ' (DPlal simple bilateral 1 right; Tel-like 4? with anterior cell body) [*DPLal1-3_r akira] #9241349', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 6633635, 'Pair ID': 189, 'lineage': '*DPLal1-3_r akira_', 'Class 2': nan}}",226,0.020943991955774167,-0.0073993003257082504,-0.004874882909989825,-0.04893672382206324,-0.014467229937675508,-0.016382579099588325,-0.03749400843404837,0.00954186964735146,-0.004837867290745357,-0.003380486657321753,-0.03230291829323194,-0.00940886988436273,-0.01603238576763732,-0.036835735018704296
5750884,Tel5 (Tel-like 5 left) [*BLP34_l akira] #5750884,Unk,Unk,False,False,False,True,P,20443420,159,*BLP34_l akira_,,"{20443420: {'neuron_name': 'Tel5 (Tel-like 5 right) [*BLP34_r akira] #20443420', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 5750884, 'Pair ID': 159, 'lineage': '*BLP34_r akira_', 'Class 2': nan}}",227,0.0229041140866447,-0.010239058602007186,-0.006415569165596487,-0.046894404030611334,-0.012463182245159358,-0.01894132624920813,-0.032006956619976434,0.007948269326833008,-0.0036942821209098153,-0.0029706534046648357,-0.02985660174891349,-0.008741048596145717,-0.014177378387224139,-0.03257067908044802
